                        Found 4242 pair / timeframe combinations.                         
┏━━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━┓
┃          Pair ┃ Timeframe ┃ Type ┃                From ┃                  To ┃ Candles ┃
│    ANSEM/USDC │        1h │ spot │ 2024-09-07 07:00:00 │ 2026-02-01 10:00:00 │   12292 │
│    ANSEM/USDC │        2h │ spot │ 2024-06-12 04:00:00 │ 2026-01-29 04:00:00 │    7153 │
│    ANSEM/USDC │        4h │ spot │ 2024-06-12 04:00:00 │ 2026-01-22 16:00:00 │    3538 │
│    ANSEM/USDC │        8h │ spot │ 2024-06-12 00:00:00 │ 2026-01-09 16:00:00 │    1731 │
│    ANSEM/USDC │       12h │ spot │ 2024-06-12 00:00:00 │ 2025-12-28 00:00:00 │    1129 │
│    ANSEM/USDC │        1d │ spot │ 2024-06-12 00:00:00 │ 2025-11-19 00:00:00 │     526 │
│    ANSEM/USDC │        3d │ spot │ 2024-06-10 00:00:00 │ 2025-06-17 00:00:00 │     125 │
│    ANSEM/USDC │        1w │ spot │ 2024-06-06 00:00:00 │ 2024-08-08 00:00:00 │      10 │
│    ANSEM/USDC │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ANT/USDC │        1m │ spot │ 2025-07-18 02:05:00 │ 2026-02-06 23:46:00 │  217359 │
│      ANT/USDC │        3m │ spot │ 2025-07-11 03:27:00 │ 2026-02-06 21:12:00 │   97320 │
│      ANT/USDC │        5m │ spot │ 2025-07-05 04:25:00 │ 2026-02-06 18:35:00 │   62379 │
│      ANT/USDC │       15m │ spot │ 2025-02-12 01:45:00 │ 2026-02-06 05:45:00 │   34481 │
│      ANT/USDC │       30m │ spot │ 2024-12-22 00:00:00 │ 2026-02-05 10:30:00 │   19702 │
│      ANT/USDC │        1h │ spot │ 2024-09-08 20:00:00 │ 2026-02-03 20:00:00 │   12313 │
│      ANT/USDC │        2h │ spot │ 2024-08-14 04:00:00 │ 2026-01-31 14:00:00 │    6426 │
│      ANT/USDC │        4h │ spot │ 2024-08-14 04:00:00 │ 2026-01-25 04:00:00 │    3175 │
│      ANT/USDC │        8h │ spot │ 2024-08-14 00:00:00 │ 2026-01-12 08:00:00 │    1550 │
│      ANT/USDC │       12h │ spot │ 2024-08-14 00:00:00 │ 2025-12-30 12:00:00 │    1008 │
│      ANT/USDC │        1d │ spot │ 2024-08-14 00:00:00 │ 2025-11-22 00:00:00 │     466 │
│      ANT/USDC │        3d │ spot │ 2024-08-12 00:00:00 │ 2025-06-20 00:00:00 │     105 │
